activity	time	p	p_peak	p_smooth
Using cardiovascular equipment	1165.0	0.001018069553801313	0.7638676785858771	0.7664674938629367
Participating in water sports	1165.0	0.0012685139121587532	0.3959641089511009	0.4182462823628122
Playing basketball	1165.0	0.0015791903765559926	0.7556448322095812	0.7546382328568813
Working out, unspecified	1165.0	0.002211676541403636	0.6361756949032683	0.6634583717036765
Skiing, ice skating, snowboarding	1165.0	1.0285138557075755e-4	0.2129921697604005	0.21477240393057676
Doing yoga	1165.0	2.905486223429269e-4	0.6805667835041566	0.7012868254929372
Playing billiards	1165.0	7.080889730702481e-4	0.8637649085437157	0.8895691981028028
Fishing	1165.0	9.220822281424314e-4	0.5516662042788567	0.5560943394059046
Dancing	1165.0	4.1924335676787075e-4	0.5623907486806068	0.5856565899570424
Playing football	1165.0	3.6601079537744934e-4	0.3786267644638846	0.37998913282816243
Vehicle touring/racing	1165.0	2.0304494769599085e-4	0.506253265465831	0.5159510970383342
Softball	1165.0	5.374092869370767e-4	0.9024602507699534	0.9413488345126693
Playing soccer	1165.0	5.987672582724622e-4	0.7438132627588648	0.744933192432527
Doing aerobics	1165.0	1.7237377756107764e-4	0.2818122396710591	0.29648883377899177
Hunting	1165.0	1.6369584924362816e-4	0.15061752625508934	0.14803146372515652
Participating in martial arts	1165.0	2.8643262924010304e-4	0.9400620737232409	0.9581577830941601
Bowling	1165.0	0.0011991106408572143	0.9727515116710079	0.9786546776747852
Rollerblading	1165.0	1.724371802974469e-4	0.5415360481386982	0.563743920166201
Golfing	1165.0	6.634429651738073e-4	0.28294863183388813	0.28458403699485735
Playing volleyball	1165.0	4.7491345633932384e-4	1.0	0.9773755114165369
Boating	1165.0	2.3473146228791955e-4	0.3485149644149695	0.3747638749094848
Playing baseball	1165.0	2.676872908324664e-4	0.5733898995816008	0.5778777440575636
Running	1170.0	6.182645243809824e-4	0.42183248245049715	0.424808076116814
Playing racquet sports	1170.0	4.1469411559660543e-4	0.8640248132981374	0.8593352862573941
Weightlifting/strength training	1170.0	0.0014565616407170446	0.9101546149781543	0.8461320721441515
Hiking	1170.0	3.966354498200026e-5	0.07840850144492337	0.08208677314727462
Biking	1170.0	5.414227440055711e-4	0.6524804852521221	0.6086379127989344
Walking	1170.0	0.003982420807896964	0.8613366869071192	0.7775946655466152
Using cardiovascular equipment	1170.0	0.0010218722885215138	0.7667209081438691	0.7337697734097205
Participating in water sports	1170.0	0.0014243334304205677	0.44460286341358063	0.41193177283181637
Playing basketball	1170.0	0.0016011209738925045	0.7661386541012427	0.7439273464239111
Working out, unspecified	1170.0	0.002355152463513801	0.6774456965249309	0.6243722763914955
Skiing, ice skating, snowboarding	1170.0	1.0823637058044305e-4	0.2241437904699833	0.21174540652557136
Doing yoga	1170.0	2.8977678747574493e-4	0.6787588755240099	0.650725937307973
Playing billiards	1170.0	7.542072460490195e-4	0.9200224515315382	0.8852153784902136
Fishing	1170.0	9.25127147077209e-4	0.5534879277866067	0.5441309363285134
Dancing	1170.0	4.890049445144036e-4	0.6559718893917841	0.6195729828875812
Playing football	1170.0	3.783153643219616e-4	0.39135545767846325	0.38224439167937563
Vehicle touring/racing	1170.0	2.1109126794171133e-4	0.5263152071472307	0.5028540581411588
Softball	1170.0	5.954935815495192e-4	1.0	0.9414988230993314
Playing soccer	1170.0	6.328912687494949e-4	0.7862035090869125	0.7129056152353144
Doing aerobics	1170.0	1.8325257886343477e-4	0.29959788783246455	0.26824773410609626
Hunting	1170.0	1.5792068166847327e-4	0.1453037601584069	0.13314226671882193
Participating in martial arts	1170.0	3.0297366974569976e-4	0.9943492018359983	0.9336764101636934
Bowling	1170.0	0.0012326998482863965	1.0	0.976731760098998
Rollerblading	1170.0	1.7829522332062626e-4	0.5599331331706319	0.5315101087503131
Golfing	1170.0	6.645528278665775e-4	0.2834219718901212	0.2742380036132556
Playing volleyball	1170.0	4.588920388555796e-4	0.9662645535309974	0.9800099291771786
Boating	1170.0	2.585162244659767e-4	0.3838291292197559	0.35940921517316565
Playing baseball	1170.0	2.6045910984215116e-4	0.5579070353809675	0.5404925091465885
Running	1175.0	6.212074978449022e-4	0.42384042848834264	0.4352670616379668
Playing racquet sports	1175.0	3.9757638415709385e-4	0.8283596226073228	0.8329198283991287
Weightlifting/strength training	1175.0	0.0011927294762720557	0.7452950887235219	0.8000605137372957
Hiking	1175.0	3.78498833175172e-5	0.07482318164295515	0.07601828824361122
Biking	1175.0	3.938063155822085e-4	0.47458467294049583	0.5332960884200532
Walking	1175.0	0.003370304343748273	0.7289452615244365	0.7671536156068232
Using cardiovascular equipment	1175.0	8.939249257713836e-4	0.6707207334994154	0.6997200330017179
Participating in water sports	1175.0	0.0012661568162691424	0.3952283461307675	0.410058524602355
Playing basketball	1175.0	0.001483796135978301	0.7099985529609093	0.7323706090749766
Working out, unspecified	1175.0	0.001945096212570608	0.5594954377462872	0.6035933942277204
Skiing, ice skating, snowboarding	1175.0	9.566025914763266e-5	0.19810025934633027	0.20678143638754795
Doing yoga	1175.0	2.531013567691218e-4	0.5928521528957527	0.6506461638757842
Playing billiards	1175.0	7.147240861785473e-4	0.8718587753953869	0.9031215269056201
Fishing	1175.0	8.812528485641812e-4	0.5272386769200768	0.535364500705357
Dancing	1175.0	4.773640565909373e-4	0.6403563105903529	0.6521609984538597
Playing football	1175.0	0.00036419748647153333	0.3767509528957791	0.37776152935616575
Vehicle touring/racing	1175.0	1.909086279152897e-4	0.47599370181041467	0.5001577401874551
Softball	1175.0	5.490666500896381e-4	0.9220362185280407	0.9480241456853605
Playing soccer	1175.0	4.900015804822416e-4	0.6087000738601657	0.673634265690313
Doing aerobics	1175.0	1.3660430719789377e-4	0.22333307481476505	0.2350347165107376
Hunting	1175.0	1.1249303713073635e-4	0.10350551374296951	0.12001037372456758
Participating in martial arts	1175.0	2.6405454098862814e-4	0.8666179549318409	0.897098266391883
Bowling	1175.0	0.001180240788328009	0.9574437686259862	0.9795062474516256
Rollerblading	1175.0	1.5700168777349062e-4	0.49306114494160924	0.5154406418734125
Golfing	1175.0	6.010604434358172e-4	0.2563434071157575	0.263247617492002
Playing volleyball	1175.0	4.6245421294226603e-4	0.9737652340005382	0.9749122863701171
Boating	1175.0	2.3295915586161463e-4	0.3458835518847717	0.35416614121309103
Playing baseball	1175.0	2.2884099443436502e-4	0.49018059247719736	0.4983734048027158
Running	1180.0	6.743932729192272e-4	0.4601282739750606	0.4372849295138266
Playing racquet sports	1180.0	3.870247506305097e-4	0.8063750492919259	0.8214496793775155
Weightlifting/strength training	1180.0	0.001191828079852266	0.7447318375102109	0.7461501263660599
Hiking	1180.0	3.78498833175172e-5	0.07482318164295515	0.078035608502512
Biking	1180.0	3.923445832388836e-4	0.47282310706754177	0.4571426269692773
Walking	1180.0	0.0032881609318780344	0.711178898388914	0.7175160916980449
Using cardiovascular equipment	1180.0	8.81926848738573e-4	0.6617184573618695	0.6519998826523742
Participating in water sports	1180.0	0.001250510451342875	0.39034436426271696	0.38511528001777157
Playing basketball	1180.0	0.0015067345575207848	0.7209746201627779	0.7197651194127234
Working out, unspecified	1180.0	0.0019949620397036022	0.5738390484119434	0.563157402599303
Skiing, ice skating, snowboarding	1180.0	9.566025914763266e-5	0.19810025934633027	0.19810025934633027
Doing yoga	1180.0	2.904464513522887e-4	0.6803274632075901	0.6618975455613519
Playing billiards	1180.0	7.521257686764229e-4	0.9174833537899351	0.898921957670835
Fishing	1180.0	8.781242635458843e-4	0.5253668974093877	0.5246148818931681
Dancing	1180.0	4.921231600103453e-4	0.660154795379442	0.6509051023212372
Playing football	1180.0	3.5301031977603016e-4	0.36517817749425474	0.37054895005464866
Vehicle touring/racing	1180.0	1.998006798054256e-4	0.49816431160471986	0.49663126207886793
Softball	1180.0	5.490666500896381e-4	0.9220362185280407	0.9147883076103657
Playing soccer	1180.0	5.039273321524178e-4	0.6259992141238608	0.6145360426812272
Doing aerobics	1180.0	1.1142837667504461e-4	0.1821731868849832	0.19372424781295416
Hunting	1180.0	1.2087939030982043e-4	0.11122184727232634	0.10814081904453583
Participating in martial arts	1180.0	2.5299704816686837e-4	0.8303276424078095	0.8321999293362955
Bowling	1180.0	0.0012093709712731838	0.9810749737288905	0.9604094566456872
Rollerblading	1180.0	1.5708654814658638e-4	0.4933276475079965	0.5046990528233977
Golfing	1180.0	5.861339394036785e-4	0.2499774734701272	0.2493507526402098
Playing volleyball	1180.0	4.676506388452693e-4	0.9847070715788157	0.9836848153336922
Boating	1180.0	2.2413753195613627e-4	0.3327857425347455	0.3288145158362427
Playing baseball	1180.0	2.0869733159707506e-4	0.4470325865499826	0.47137732710350216
Running	1185.0	6.271370710038839e-4	0.4278860860780765	0.41861106225534894
Playing racquet sports	1185.0	3.981786062116757e-4	0.8296143662332977	0.7911091456696266
Weightlifting/strength training	1185.0	0.0011977359390541796	0.7484234528644472	0.7241148983049165
Hiking	1185.0	4.2724976001245636e-5	0.08446046222162569	0.07867113080843095
Biking	1185.0	3.5184826478599904e-4	0.4240201008997944	0.4365084124524598
Walking	1185.0	0.003293918236005057	0.7124241151807841	0.6971363398153346
Using cardiovascular equipment	1185.0	8.310705297793696e-4	0.6235604570958375	0.6008405344647083
Participating in water sports	1185.0	0.00118460827310463	0.3697731296598303	0.3745623083477902
Playing basketball	1185.0	0.0015220899247095252	0.7283221851144827	0.7237277886941422
Working out, unspecified	1185.0	0.0019334230505727913	0.5561377216396786	0.5533968580237423
Skiing, ice skating, snowboarding	1185.0	9.566025914763266e-5	0.19810025934633027	0.19849939488376142
Doing yoga	1185.0	3.041871592163289e-4	0.7125130205807131	0.6722163941659515
Playing billiards	1185.0	7.438791973957931e-4	0.9074237438271828	0.9148663032367873
Fishing	1185.0	8.712248105421186e-4	0.52123907135004	0.5209100322523977
Dancing	1185.0	4.861962597433915e-4	0.6522042009939166	0.6572672934537086
Playing football	1185.0	3.5739860300471217e-4	0.36971771977391227	0.36739434960010803
Vehicle touring/racing	1185.0	2.068481334557523e-4	0.5157357728214691	0.4937731074624539
Softball	1185.0	5.361183967962834e-4	0.9002924857750153	0.8930992889726102
Playing soccer	1185.0	4.901696365941005e-4	0.6089088400596553	0.6059877323953016
Doing aerobics	1185.0	1.0744847379084527e-4	0.1756664817391143	0.1732282209065358
Hunting	1185.0	1.1922006929350755e-4	0.10969509611831164	0.10485022123784686
Participating in martial arts	1185.0	2.4365098722585894e-4	0.7996541906692357	0.8187720274125624
Bowling	1185.0	0.0011620780148986847	0.9427096275821849	0.9510984862573165
Rollerblading	1185.0	1.6803413728176607e-4	0.5277083660205871	0.5162481265163903
Golfing	1185.0	5.66798929950874e-4	0.24173137733474487	0.234371810726657
Playing volleyball	1185.0	4.713906150083645e-4	0.9925821404217229	0.9436972728153344
Boating	1185.0	2.0729181773722325e-4	0.30777425308921086	0.311045960167523
Playing baseball	1185.0	2.2264972268162518e-4	0.4769188022833264	0.4325236733946478
Running	1190.0	5.390986740399135e-4	0.3678188267129097	0.38367767478387255
Playing racquet sports	1190.0	3.538899971491999e-4	0.7373380214836566	0.77467871943047
Weightlifting/strength training	1190.0	0.0010869375567120459	0.6791894045400912	0.6962405669033703
Hiking	1190.0	3.88143348924113e-5	0.07672974856071202	0.07748736795703905
Biking	1190.0	3.424400297087938e-4	0.41268202939004317	0.41190653432391233
Walking	1190.0	0.0030876248206610332	0.6678060058763058	0.6777007378425214
Using cardiovascular equipment	1190.0	6.893720578770229e-4	0.5172426889364179	0.5359341543965209
Participating in water sports	1190.0	0.0011647340528769046	0.36356943112082335	0.3637771594329815
Playing basketball	1190.0	0.0015086403839422245	0.7218865608051659	0.7214765056521714
Working out, unspecified	1190.0	0.0018432980726446175	0.5302138040196047	0.5373272234805149
Skiing, ice skating, snowboarding	1190.0	9.623847255944262e-5	0.1992976659586237	0.20171584304624565
Doing yoga	1190.0	2.663173731200577e-4	0.623808698709551	0.6308611756146703
Playing billiards	1190.0	7.53936197598217e-4	0.9196918120932438	0.9178831706350424
Fishing	1190.0	8.626754407846346e-4	0.5161241279977654	0.5184168558569772
Dancing	1190.0	4.915924540514239e-4	0.6594428839877671	0.6634510826780898
Playing football	1190.0	3.550490221010917e-4	0.3672871515321572	0.3622271881314525
Vehicle touring/racing	1190.0	1.874696346631899e-4	0.4674192379611728	0.48352474958127156
Softball	1190.0	5.103196359229642e-4	0.8569691626147743	0.8693713416333217
Playing soccer	1190.0	4.693574945172457e-4	0.5830551430023885	0.5916730420214774
Doing aerobics	1190.0	9.899439798695986e-5	0.16184499409550987	0.16001666705165465
Hunting	1190.0	1.0176406257090546e-4	0.0936337203229026	0.09898751225470563
Participating in martial arts	1190.0	2.5178027944557996e-4	0.8263342491606417	0.817690077634595
Bowling	1190.0	0.0011458078929725774	0.9295108574608737	0.9371583822829921
Rollerblading	1190.0	1.6803413728176607e-4	0.5277083660205871	0.5277083660205871
Golfing	1190.0	4.956949545778127e-4	0.21140658137509896	0.21590531810976835
Playing volleyball	1190.0	4.054823468585392e-4	0.8538026064454649	0.899773386425527
Boating	1190.0	1.9705677449445404e-4	0.2925778848786126	0.297643340948812
Playing baseball	1190.0	1.7442446577983878e-4	0.3736196313506343	0.39345418043329455
Running	1195.0	5.20791487220302e-4	0.3553281115606313	0.37866873245225446
Playing racquet sports	1195.0	3.6336709298021507e-4	0.75708377057445575	0.7536739978324324
Weightlifting/strength training	1195.0	0.001058002415909109	0.6611088433055724	0.6689064444289623
Hiking	1195.0	3.6053436622109394e-5	0.07127189308877946	0.0710600174334946
Biking	1195.0	3.3110129704817765e-4	0.3990174726818994	0.4236744655186026
Walking	1195.0	0.0030185773408604563	0.6528720924704742	0.6955436280707058
Using cardiovascular equipment	1195.0	6.224085660019288e-4	0.4669993171573075	0.5181279703054744
Participating in water sports	1195.0	0.0011468562730938946	0.35798891751829087	0.36305508346214915
Playing basketball	1195.0	0.001492619972083649	0.7142207710368653	0.7121631090002909
Working out, unspecified	1195.0	0.0018273628967329354	0.5256301447822614	0.551072751487086
Skiing, ice skating, snowboarding	1195.0	1.0031981283686212e-4	0.20774960383378296	0.20493229120872988
Doing yoga	1195.0	2.374801500222503e-4	0.5562618075537468	0.6042076546241164
Playing billiards	1195.0	7.595451851754838e-4	0.9265339559847009	0.9313099694746958
Fishing	1195.0	8.656226078634597e-4	0.5178873682231262	0.5204449602114701
Dancing	1195.0	5.059525796339259e-4	0.6787061630525858	0.6928166282170377
Playing football	1195.0	3.3802534996019406e-4	0.3496766930882881	0.3575527485297742
Vehicle touring/racing	1195.0	1.874696346631899e-4	0.4674192379611728	0.49747995300458236
Softball	1195.0	5.066771290579644e-4	0.8508523765101755	0.8754896283360186
Playing soccer	1195.0	4.693574945172457e-4	0.5830551430023885	0.5908120940591222
Doing aerobics	1195.0	8.718536883327395e-5	0.1425385253203398	0.15286495234893396
Hunting	1195.0	1.0176406257090546e-4	0.0936337203229026	0.09777895304667045
Participating in martial arts	1195.0	2.520080526687897e-4	0.8270817930739075	0.7929451524289889
Bowling	1195.0	0.0011578190791104452	0.9392546618059175	0.9392136162349308
Rollerblading	1195.0	1.6803413728176607e-4	0.5277083660205871	0.5363973685965875
Golfing	1195.0	4.562361780464012e-4	0.19457799561946118	0.19881529407109574
Playing volleyball	1195.0	4.050705047415516e-4	0.8529354124093934	0.8697724902216121
Boating	1195.0	1.9705677449445404e-4	0.2925778848786126	0.2987344134624372
Playing baseball	1195.0	1.5397850903329675e-4	0.32982410766592296	0.3705803303992701
Running	1200.0	6.051127973136304e-4	0.4128592590832223	0.3756841951218883
Playing racquet sports	1200.0	3.679345635208131e-4	0.7666002014391846	0.750889334064928
Weightlifting/strength training	1200.0	0.0010665038375287483	0.6664210854412232	0.6408314954158204
Hiking	1200.0	3.29710015504741e-5	0.06517841065099232	0.06340945477984487
Biking	1200.0	3.811430517231255e-4	0.459323894483865	0.4084239134906191
Walking	1200.0	0.0035414099488202747	0.765952785865337	0.669735604423613
Using cardiovascular equipment	1200.0	7.598752125771729e-4	0.570141904822698	0.5179918420678021
Participating in water sports	1200.0	0.0011776685273504298	0.36760690174733324	0.32954428559278065
Playing basketball	1200.0	0.0014636988959929322	0.7003819951588417	0.6781336112617157
Working out, unspecified	1200.0	0.002076782795773192	0.597374305659392	0.5395516516129041
Skiing, ice skating, snowboarding	1200.0	1.0031981283686212e-4	0.20774960383378296	0.20567551597799175
Doing yoga	1200.0	2.700502721740902e-4	0.6325524576090515	0.5967803337804456
Playing billiards	1200.0	7.768998773561081e-4	0.9477041403461428	0.9381289099600499
Fishing	1200.0	8.813944328658611e-4	0.5273233844135187	0.5019583794407663
Dancing	1200.0	5.51869334454975e-4	0.7403008376107604	0.7084662373812737
Playing football	1200.0	3.4384254582283286e-4	0.35569440096887733	0.3319465673431001
Vehicle touring/racing	1200.0	2.2363933506844177e-4	0.5576013830914015	0.5018013434942313
Softball	1200.0	5.470485981808906e-4	0.9186473458831058	0.8531774881799951
Playing soccer	1200.0	4.8809045566222523e-4	0.6063259961725895	0.5874189693769779
Doing aerobics	1200.0	9.432518204752713e-5	0.1542113376309522	0.1406260131811462
Hunting	1200.0	1.152795691902434e-4	0.10606941849420615	0.09364013916198805
Participating in martial arts	1200.0	2.2103198944334188e-4	0.7254194150524174	0.6962592207704867
Bowling	1200.0	0.0011696784746409287	0.9488753294380013	0.9214957697748046
Rollerblading	1200.0	1.7633445510337311e-4	0.5537753737485883	0.513678917232549
Golfing	1200.0	4.465835804407376e-4	0.1904613052187271	0.17383572918502196
Playing volleyball	1200.0	4.2864712707992893e-4	0.9025794518099782	0.8322027872343448
Boating	1200.0	2.0949639205455824e-4	0.31104747063008625	0.2817174041199733
Playing baseball	1200.0	1.906137261407858e-4	0.4082972521812529	0.3676361722470202
Running	1205.0	5.259756906532134e-4	0.3588652147218112	0.37622461506313104
Playing racquet sports	1205.0	3.4988044675020915e-4	0.7289840301811434	0.7359828944915864
Weightlifting/strength training	1205.0	9.521487204264301e-4	0.5949645575006655	0.633163674455163
Hiking	1205.0	2.7204046580863887e-5	0.05377806059976282	0.058493713488646036
Biking	1205.0	3.0447569554146623e-4	0.36693037330609274	0.3909410192625984
Walking	1205.0	0.0027296518748484	0.590381934935028	0.649183675882209
Using cardiovascular equipment	1205.0	6.888277698357614e-4	0.5168343042234009	0.5214101998518081
Participating in water sports	1205.0	8.426676407156693e-4	0.26303703751271784	0.2966971494457304
Playing basketball	1205.0	0.0012952899325509785	0.6197980675894398	0.6439511982601192
Working out, unspecified	1205.0	0.0017231381237796843	0.49565050439705877	0.5216007819762271
Skiing, ice skating, snowboarding	1205.0	9.731515576420665e-5	0.20152734026640934	0.20360142812220058
Doing yoga	1205.0	2.568047232620253e-4	0.6015267361785386	0.6160151934689486
Playing billiards	1205.0	7.707060959279907e-4	0.9401486335493059	0.9438345829194609
Fishing	1205.0	7.699772795293052e-4	0.46066438568565377	0.4841064076725761
Dancing	1205.0	5.2659122328889e-4	0.7063917114804745	0.7298656343646729
Playing football	1205.0	2.8079009783314583e-4	0.2904686079721349	0.3138137209744057
Vehicle touring/racing	1205.0	1.9266922486319005e-4	0.4803834094301198	0.5051429689773922
Softball	1205.0	4.704594271623284e-4	0.7900327421467038	0.8482786533118484
Playing soccer	1205.0	4.6116313150453827e-4	0.5728757689559557	0.5610099755582524
Doing aerobics	1205.0	7.653612385215696e-5	0.12512817659214662	0.13226003313449072
Hunting	1205.0	8.826948453819434e-5	0.08121727866885538	0.08950132527730563
Participating in martial arts	1205.0	1.6340099134456797e-4	0.5362764541851351	0.5939679049434226
Bowling	1205.0	0.0010802855330424997	0.8763573180804952	0.9152038317705579
Rollerblading	1205.0	1.4633194936239708e-4	0.4595530119284715	0.49096046586851044
Golfing	1205.0	3.199826725707635e-4	0.13646788671687765	0.153569716425634
Playing volleyball	1205.0	3.519552743605643e-4	0.7410934974836628	0.7983464811547488
Boating	1205.0	1.6267293539507204e-4	0.24152685685122116	0.260941732027272
Playing baseball	1205.0	1.7030102174917224e-4	0.3647871568938848	0.3802153362117255
Running	1210.0	5.231677087668089e-4	0.35694937138435956	0.3682078896897924
Playing racquet sports	1210.0	3.4190377613877565e-4	0.7123644518544309	0.7231342679107294
Weightlifting/strength training	1210.0	0.001021188932698519	0.6381053804236001	0.6183860846052945
Hiking	1210.0	2.8593439725205364e-5	0.05652466921518294	0.05560913301004291
Biking	1210.0	2.875798273029031e-4	0.34656878999783747	0.3826995573005088
Walking	1210.0	0.0027335096230568894	0.5912163068462618	0.5816195632387292
Using cardiovascular equipment	1210.0	6.36076349368567e-4	0.47725439050932544	0.47832378435143186
Participating in water sports	1210.0	8.311681975699722e-4	0.2594475090771401	0.2613438447655277
Playing basketball	1210.0	0.001278310807148031	0.6116735320320761	0.5989205019689857
Working out, unspecified	1210.0	0.0016401433082231759	0.47177753587223037	0.4717341185336133
Skiing, ice skating, snowboarding	1210.0	9.731515576420665e-5	0.20152734026640934	0.20152734026640937
Doing yoga	1210.0	2.6211547804110555e-4	0.6139663866192557	0.5979888232058878
Playing billiards	1210.0	7.735772119452985e-4	0.9436509748629337	0.9483286291751152
Fishing	1210.0	7.761065974005764e-4	0.46433145291855615	0.4591584266829159
Dancing	1210.0	5.538101682154037e-4	0.7429043540027839	0.7318502500921257
Playing football	1210.0	2.8543938817859383e-4	0.2952781539822049	0.29197825060331656
Vehicle touring/racing	1210.0	1.9149035048508374e-4	0.47744411441065504	0.47967512543079777
Softball	1210.0	4.979254548948076e-4	0.8361558719057358	0.7976639456053651
Playing soccer	1210.0	4.055800320238174e-4	0.503828161546212	0.5244013689501837
Doing aerobics	1210.0	7.18339179666347e-5	0.11744058518037329	0.122614614854941
Hunting	1210.0	8.826948453819434e-5	0.08121727866885538	0.08086521382273101
Participating in martial arts	1210.0	1.585049595441062e-4	0.5202078455927149	0.5305175790254544
Bowling	1210.0	0.0011345508660406576	0.9203788477931769	0.9084588351745556
Rollerblading	1210.0	1.4633194936239708e-4	0.4595530119284715	0.4729645805634885
Golfing	1210.0	3.1368015814065383e-4	0.13377995734129722	0.13585164298877836
Playing volleyball	1210.0	3.568340587241225e-4	0.7513664941706052	0.7172131196889344
Boating	1210.0	1.5507834267715465e-4	0.23025086860050856	0.2338699390736129
Playing baseball	1210.0	1.7159627135404792e-4	0.3675615995600388	0.3666367853379875
Running	1215.0	5.698633290561322e-4	0.38880908296320643	0.3595798582749032
Playing racquet sports	1215.0	3.494342273456034e-4	0.7280543216966142	0.6529870920374431
Weightlifting/strength training	1215.0	9.955560991005323e-4	0.622088315891618	0.6245368875181522
Hiking	1215.0	2.8593439725205364e-5	0.05652466921518294	0.04947024261599283
Biking	1215.0	3.6062696709996057e-4	0.4345995085975963	0.3834020178788584
Walking	1215.0	0.0026042547150475514	0.5632604479348978	0.561082719275451
Using cardiovascular equipment	1215.0	5.876007374302269e-4	0.44088265832156937	0.44746619531714
Participating in water sports	1215.0	8.378941047663678e-4	0.26154698770672513	0.25950262251376155
Playing basketball	1215.0	0.0011813756171134826	0.5652899062854414	0.5723201638785375
Working out, unspecified	1215.0	0.0015566956691302816	0.4477743153315507	0.4538493323726434
Skiing, ice skating, snowboarding	1215.0	9.731515576420665e-5	0.20152734026640934	0.19884816282441697
Doing yoga	1215.0	2.469627346712676e-4	0.5784733468198688	0.5307325134895348
Playing billiards	1215.0	7.879521367149478e-4	0.9611862791131062	0.9540216075200046
Fishing	1215.0	7.562965581718399e-4	0.452479441444538	0.45537260263960055
Dancing	1215.0	5.563077269503545e-4	0.7462546847931188	0.7587139112477503
Playing football	1215.0	2.80518830005125e-4	0.29018798985560984	0.2810521611917856
Vehicle touring/racing	1215.0	1.9299587666374556e-4	0.48119785245161834	0.4784140426255746
Softball	1215.0	4.5662639746724327e-4	0.766803222763656	0.7924192363834398
Playing soccer	1215.0	3.99681027763944e-4	0.49650017634838367	0.4963343635641601
Doing aerobics	1215.0	7.662598076077697e-5	0.12527508279230312	0.13031630438418443
Hunting	1215.0	8.712157920324249e-5	0.08016108413048229	0.08051314897660665
Participating in martial arts	1215.0	1.6303291410512443e-4	0.53506843729851306	0.5411886833326803
Bowling	1215.0	0.0011447348057991758	0.9286403396499944	0.9243174711966956
Rollerblading	1215.0	1.5914357891173243e-4	0.4997877178335225	0.48637614919850547
Golfing	1215.0	3.219503800404353e-4	0.13730708490816015	0.13264252052400574
Playing volleyball	1215.0	3.1305315172545613e-4	0.6591793674125351	0.6830012259483261
Boating	1215.0	1.5479628851006392e-4	0.22983209176910901	0.2276025217785539
Playing baseball	1215.0	1.7159627135404792e-4	0.3675615995600388	0.3589716489245111
Running	1220.0	4.880383153134896e-4	0.3329811204771436	0.35040603197117887
Playing racquet sports	1220.0	2.488777187753085e-4	0.5185425025612842	0.5883797756063942
Weightlifting/strength training	1220.0	9.816789456267739e-4	0.6134169662392382	0.6005971060059825
Hiking	1220.0	1.7887831471651167e-5	0.03536138941761262	0.06253827877514827
Biking	1220.0	3.06224382938939e-4	0.36903775504114145	0.38210227055818513
Walking	1220.0	0.0024447933892953093	0.528771403045193	0.5300071491658344
Using cardiovascular equipment	1220.0	5.654483962339733e-4	0.4242615371205253	0.4254485771965582
Participating in water sports	1220.0	8.249719759651801e-4	0.25751337075741937	0.2516214257107717
Playing basketball	1220.0	0.0011285171467063147	0.5399970533180948	0.5427904557762931
Working out, unspecified	1220.0	0.0015366077565377302	0.4419961459141493	0.4437155875214935
Skiing, ice skating, snowboarding	1220.0	9.343392699778565e-5	0.1934898079404323	0.19616898538242467
Doing yoga	1220.0	1.7066522039939602e-4	0.3997578070294796	0.45534317242387407
Playing billiards	1220.0	7.847069026871131e-4	0.957227568583974	0.9569996770962912
Fishing	1220.0	7.50993837864003e-4	0.44930691355570757	0.44882042909199393
Dancing	1220.0	5.866690864350074e-4	0.7869826949473481	0.7767542882782011
Playing football	1220.0	2.4910401234305615e-4	0.2576903397375421	0.2670348241935029
Vehicle touring/racing	1220.0	1.9115186284484592e-4	0.4766001610144504	0.4781327248268397
Softball	1220.0	4.6108985512607816e-4	0.774298614480928	0.7711801643490993
Playing soccer	1220.0	3.9338158724741735e-4	0.4886747527978846	0.47434697277299676
Doing aerobics	1220.0	9.066861134781583e-5	0.14823324517987688	0.159421973824777
Hunting	1220.0	8.712157920324249e-5	0.08016108413048229	0.08016108413048229
Participating in martial arts	1220.0	1.7315530188123795e-4	0.5682897671068132	0.553570659863693
Bowling	1220.0	0.001138932347698063	0.9239332261469151	0.9215899596777462
Rollerblading	1220.0	1.5914357891173243e-4	0.4997877178335225	0.49496520803015726
Golfing	1220.0	2.97408931430875e-4	0.1268405193225599	0.13032937451775997
Playing volleyball	1220.0	3.0321220824776644e-4	0.638457816261838	0.645364999978737
Boating	1220.0	1.500092608618363e-4	0.22272460496604407	0.21907129198525488
Playing baseball	1220.0	1.5956560627421174e-4	0.34179174765345555	0.35042220069002866
Running	1225.0	4.828304782850987e-4	0.3294278924731865	0.3315977734607034
Playing racquet sports	1225.0	2.488777187753085e-4	0.5185425025612842	0.5169109411763098
Weightlifting/strength training	1225.0	9.062531837699361e-4	0.5662860358870911	0.5824179053585467
Hiking	1225.0	4.8425140260477886e-5	0.09572877769264926	0.08030400447755327
Biking	1225.0	2.843442695654136e-4	0.3426695480358178	0.3491880980582805
Walking	1225.0	0.0023024726119683005	0.4979895965174125	0.5234102979902256
Using cardiovascular equipment	1225.0	5.480422541285951e-4	0.41120153614758	0.4078366492517791
Participating in water sports	1225.0	7.55423394722538e-4	0.2358039186681706	0.24986848339998358
Playing basketball	1225.0	0.0010931721194875382	0.5230844077253433	0.5210830524158155
Working out, unspecified	1225.0	0.0015344528553651827	0.4413763013187804	0.4467884470391547
Skiing, ice skating, snowboarding	1225.0	9.343392699778565e-5	0.1934898079404323	0.1955638957962235
